Num scan;Locator;X;Y;Z;Delta;Hauteur/cm;Zcorrige;% NORD;PlancherMS
2270;R910_04;14.902;5.848;-8.500;-0.300;165.000;-7.150;50;
2271;R910_05;16.068;0.623;-8.500;-0.300;165.000;-7.150;50;
2272;R910_06;15.425;-4.763;-8.500;-0.300;165.000;-7.150;50;
2273;R910_07;12.542;-9.715;-8.500;-0.300;165.000;-7.150;50;
2274;R910_08;8.828;-13.430;-8.500;-0.300;165.000;-7.150;50;
2275;R910_09;2.885;-15.535;-8.500;-0.300;165.000;-7.150;50;
2276;R910_10;-4.359;-15.225;-8.500;-0.300;165.000;-7.150;50;
2277;R910_11;-11.356;-11.179;-8.500;-0.300;165.000;-7.150;50;
2278;R910_12;-15.303;-4.663;-8.500;-0.300;165.000;-7.150;50;
2279;R910_13;-15.914;1.802;-8.500;-0.300;165.000;-7.150;50;
2280;R910_14;-13.439;8.960;-8.500;-0.300;165.000;-7.150;50;
3234;R722_01;11.698;-2.960;-8.500;;165.000;-6.850;50;
3235;R722_02;8.590;-1.510;-8.500;;165.000;-6.850;50;
3236;R722_03;6.725;-5.240;-8.500;;165.000;-6.850;50;
3237;R722_04;7.343;-7.065;-8.500;;165.000;-6.850;50;
3238;R722_05;9.685;-7.016;-8.500;;165.000;-6.850;50;
